OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price
3585,CHEVRON,"I-80, EXIT 129",Lovelock,NV,966,3.499
3588,BINGO TRUCK STOP,"I-10, EXIT 829 & SR-124",Winnie                                  ,TX,610,2.999
3592,TA BRIDGER TRAVEL CENTER #188,"I-80, EXIT 30 & CR-202",Fort Bridger,WY,835,3.71566666
3593,TA Parowan Travel Center,"I-15, EXIT 78",Parowan,UT,910,3.70566666
3605,SPEEDYS #6,"I-35, EXIT 33",Saint Joseph,MO,400,3.169
3608,FUEL MART #787,"I-57, EXIT 212 & US-36",Tuscola,IL,280,3.199
3614,PILOT TRAVEL CENTERS #35,"I-80/90, EXIT 72 & US-31",South Bend                              ,IN,465,3.799
3614,PILOT TRAVEL CENTER #35,"I-80/90, EXIT 72 & US-31",South Bend                              ,IN,465,3.799
3616,PILOT TRAVEL CENTERS #15,"I-75, EXIT 210",Toledo,OH,550,3.77233333
3619,ROAD RANGER #141,"I-70, EXIT 23",Brazil,IN,375,3.659
3620,One9 #16,"I-71 & US-68, EXIT 50",Wilmington                              ,OH,315,3.14233333
3645,SNOW SHOE TRAVEL PLAZA,"I-80, EXIT 147 & SR-144",Snow Shoe,PA,14,3.469
3678,TIMES MARKET #299,US-281 BUS,Alice,TX,625,3.099
3688,SPEEDWAY #2314,"I-94, EXIT 243 & SR-29",New Baltimore,MI,342,3.559
3688,SPEEDWAY #2314,"I-94, EXIT 243 & SR-29",New Baltimore,MI,342,3.579
3692,CHARLOTTE TRAVEL PLAZA,"I-77,  EXIT 16B",Charlotte,NC,46,3.53233333
3699,WARREN TRAVEL PLAZA,"I-69, EXIT 278 & SR-5",Warren,IN,375,3.399
3702,BEARS DEN TRADING POST #101,ST 37 11 MI E OF MASSENA,Hogansburg                              ,NY,39,3.649
3707,SPEEDWAY #4704,"I-90, EXIT 154",Albert Lea,MN,425,3.299
3718,SPEEDWAY #4706,"I-90, EXIT 265",Chamberlain,SD,455,3.299
3719,KEYSTONE TRUCK STOP,US-22 & SR-164,Loretto,PA,14,3.999
3725,GENEVA TRUCK STOP,"I-79, EXIT 35/141",Cochranton                              ,PA,240,3.81566666
3728,PLAZA 23 TRUCK STOP,"I-787, EXIT 2",Albany,NY,12,3.799
3737,JORDAN'S KWIK STOP #70,US-49,West Helena                             ,AR,435,3.399
3745,PILOT TRAVEL CENTER #906-TOWN PUMP,"I-90, EXIT 408 & SR-78",Columbus,MT,780,3.58066666
3759,EXXON,US-67 & SR-18,Newport,AR,695,4.13233333
3767,SIMMONS TRAVEL CENTER,"I-95, EXIT 8 & US-301",Emporia,VA,180,3.099
3772,Brake Time Corner Market,"I-25, EXIT 240",Burlington                              ,CO,800,3.499
3774,SINCLAIR,"I-70, EXIT 438",Burlington                              ,CO,796,3.889
3781,REATTA TRAVEL STOP,"I-76, EXIT 149 & SR-55/CR-81",Crook,CO,475,3.38233333
3783,CIRCLE K #2744095,"I-25, EXIT 215",Denver,CO,800,3.299
3794,SPEEDWAY #4701,"I-90, EXIT 73",Jackson,MN,425,3.299
3817,FAST MARKET,"I-25, EXIT 158",Colorado Springs,CO,803,3.159
3843,ONCUE EXPRESS #61,"I-35, EXIT 185 & US-77",Perry,OK,500,3.21566666
3868,SHORE STOP #279,US-13,Greenwood,DE,194,3.239
3868,SHORE STOP #279,US-13,Greenwood,DE,194,3.259
3888,Fics Plaza,"I-90, EXIT 184",Deer Lodge                              ,MT,816,3.519
3889,CIRCLE K #2701686,"I-75, EXIT 220",Bradenton,FL,225,3.439
3907,SUNOCO,US-46 & SR-93,Palisades Park,NJ,105,3.279
3908,SEMINOLE TRUCK STOP,"I-75, EXIT 354",Fort Lauderdale,FL,95,3.699
3927,MICCOSUKEE SERVICE PLAZA,"I-75, EXIT 49 & SR-84",Fort Lauderdale                         ,FL,95,3.66566666
3936,Uncle Petes Truck  Stop,"I-40, EXIT 239 & US-70/SR-26",Lebanon,TN,460,2.989
3946,Fast Lane,US-24 & US-63,Moberly,MO,310,3.469
3949,SUNSTOP #337,"I-10/SR-8, EXIT 303 & US-441",Lake City,FL,75,3.699
3956,CIRCLE K #2707451,US-27/SR-25 & SR-70,Lake Placid,FL,225,3.399
3964,SPEEDWAY #6604,"I-94, EXIT 66",Mattawan,MI,465,3.489
3964,SPEEDWAY #6604,"I-94, EXIT 66",Mattawan,MI,465,3.499
3970,EXXON - Pilot #1293,"I-30, EXIT 61",Garland,TX,630,2.84233333
3973,LOVES TRAVEL STOP #205,"I-35 & I-44, EXIT 137",Oklahoma City,OK,483,3.319
3974,LOVES TRAVEL STOP #201,I-40 EXIT 41,Elk City,OK,483,3.12566666
3975,SUNSTOP #334,"I-10, EXIT 335 & SR-121",Macclenny,FL,75,3.459
3979,PETRO GARY 369,"I-80 & I-94, EXIT 9",Gary,IN,365,3.83066666
4006,MISSILE MART #1,US-167 & SR-7,El Dorado,AR,635,3.499
4008,BALDWIN TRAVEL PLAZA,"I-94, EXIT 19 & US HWY 63",Baldwin                                 ,WI,295,3.503
4025,BP,"I-85, EXIT 21  & US-178",Anderson,SC,30,2.909
4035,PILOT TRAVEL CENTER #430,"I-40,  EXIT 84",Russellville,AR,695,3.375
4035,PILOT TRAVEL CENTERS #430,"I-40,  EXIT 84",Russellville,AR,695,3.399
4062,DUDLEYS TRUCK STOP RESTAURANT,US-220,Rocky Mount,VA,185,3.299
4063,STUCKEY'S,"I-59, EXIT 67 & US-49",Hattiesburg,MS,620,2.999
4080,SHELL DBA PILOT DEALER #874,US-41,Miami,FL,176,3.699
4080,PILOT TRAVEL CENTERS #874,US-41,Miami,FL,176,3.699
4101,E-Z MART #4411,HIGHWAY 69 & COBBLESTONE DR,Pryor,OK,560,3.099
4113,ASAP GENERAL STORE #330,US-412/SR-15,Enid,OK,500,3.08233333
4115,QUIKTRIP #707,"I-85 , EXIT 96",Atlanta,GA,18,3.34066666
4119,JET FOOD STORE #82,US-441 & CR-13,Douglas,GA,10,3.44066666
4156,PETRO STOPPING CENTER #305,"I-10, EXIT 582",San Antonio,TX,740,3.20733333
4161,EL CHEAPO,I-95 & EXIT 76,Midway                                  ,GA,195,3.52566666
4164,CIRCLE K #2723897,"I-75, EXIT 138",Thomasville,GA,20,3.23566666
4169,TA KINGMAN TRAVEL CENTER,"I-40, EXIT 48 & US-93",Kingman,AZ,910,3.899
4171,PETRO SERVE USA #11,US-2 & US-71,Bemidji,MN,355,3.499
4172,FLYING J TRAVEL PLAZA #639,"I-90, EXIT 2",Post Falls,ID,970,3.76233333
4179,CIRCLE K #2705352,"I-95/SR-405, EXIT 109 & SR-30/SR-21",Port Wentworth                          ,GA,195,3.099
4187,FLYING J TRAVEL PLAZA #632,"I-75, EXIT 320",Resaca,GA,285,3.29566666
4193,TIGER MART #63,"I-20, EXIT 454",Grand Prairie,TX,630,3.599
4199,PWI #574,"I-70, EXIT 193/US-40",Bunker Hill,KS,357,2.959
4204,PILOT TRAVEL CENTERS #415,"I-59, EXIT 4",Rising Fawn,GA,285,3.859
4204,PILOT TRAVEL CENTER #415,"I-59, EXIT 4",Rising Fawn,GA,285,3.819
4211,FLYING J #513,"I-15, EXIT 1",Jean,NV,910,3.73233333
4220,KENNETT TRUCK STOP,"I-275, EXIT 16",Lawrenceburg                            ,IN,300,3.424
4222,Circle K #4703906,"I-24, EXIT 24 & SR-49",Pleasant View,TN,460,2.899
4223,TA PEMBROKE TRAVEL CENTER,"I-90, EXIT 48A",Corfu,NY,38,3.939
4223,TA PEMBROKE TRAVEL CENTER,"I-90, EXIT 48A",Corfu,NY,38,3.889
4223,TA PEMBROKE TRAVEL CENTER,"I-90, EXIT 48A",Corfu,NY,38,3.829
4223,TA PEMBROKE TRAVEL CENTER,"I-90, EXIT 48A",Corfu,NY,38,3.839
4227,LOVES TRAVEL STOP #203,"I-40, EXIT 140",Oklahoma City,OK,483,3.35566666
4233,QUIKTRIP #7220,"I-20, EXIT 8",Shreveport,LA,745,2.89233333
4239,SPEEDWAY #8256,"I-64, EXIT 94 & SR-1958 & US-60",Winchester,KY,410,2.92233333
4241,EXXON,"I-285, EXIT 53",Conley,GA,18,3.999
4267,CONOCO,US-30 & SR-41,Gap,PA,160,3.799
4292,KUM & GO #0032,"I-80/US-6, EXIT 155 & SR-117",Colfax,IA,320,3.08233333
4301,TIGER DISCOUNT TRUCKSTOP,"I-94, EXIT 64 & I-94 BUS",Dickinson,ND,807,3.51566666
4311,Saveway Truck Plaza,"I-65, EXIT 164 & US-31",Hope Hull,AL,720,3.139
4331,KWIK STOP C STORES,US-61/US-151,Dubuque,IA,335,3.559
4332,PILOT TRAVEL CENTER #468,"I-57, EXIT 283 & US-24",Gilman,IL,280,3.399
4332,PILOT TRAVEL CENTER #468,"I-57, EXIT 283 & US-24",Gilman,IL,280,3.559
4332,PILOT TRAVEL CENTER #468,"I-57, EXIT 283 & US-24",Gilman,IL,280,3.439
4332,PILOT TRAVEL CENTERS #468,"I-57, EXIT 283 & US-24",Gilman,IL,280,3.459
4335,HIGHWAY 20  AUTO TRUCK PLAZA,US-20,Peosta,IA,335,3.489
4339,ROAD RANGER #273,I-69E/US-77 & SR-107,Combes,TX,639,3.049
4349,ROAD RANGER #144,"I-380, EXIT 68US-20, EXIT 68",Evansdale,IA,565,3.729
4363,EL CHEAPO #4,"I-95, EXIT 87",Richmond Hill,GA,195,3.09566666
4368,HOODS SERVICE CENTER,"I-44, EXIT 61",Bois D Arc,MO,535,3.074
4372,GRADYS TRUCKSTOP,"I-16, EXIT 111",Pulaski                                 ,GA,195,3.46566666
4373,KUM & GO #0043,"I-35, EXIT 43 & SR-207/CRG76",New Virginia,IA,320,3.114
4389,TAYLOR QUIK-PIK,"I-29, EXIT 75 & US-30",Missouri Valley,IA,486,3.399
4395,BREAK TIME #3147,"I-55, EXIT 67 & US-62",Sikeston,MO,275,3.499
4417,TA MORIARITY TRAVEL CENTER,"I-40, EXIT 194",Moriarty,NM,580,3.21733333
4419,CASEYS #3081,"I-35, EXIT 92 & US-136",Bethany,MO,400,3.06066666
4427,CASEYS #2654,"I-80/US-6, EXIT 93 & CR-P28",Stuart,IA,320,3.099
4431,CASEYS #2653,"US-63 & US-30, EXIT 202",Toledo,IA,320,3.349
4437,UNDERWOOD TRUCK STOP I 80,"I-80, EXIT 17",Underwood                               ,IA,319,3.00066666
4441,PILOT TRAVEL CENTERS #51,"I-81 BAILEYTON RD, EXIT 36",Greeneville,TN,405,3.56233333
4442,Minuteman Food Mart #58,US-74/US-76,Delco,NC,245,3.50733333
4445,TA Rogers,"I-94/US-52, EXIT 207 & SR-101",Rogers,MN,448,3.274
4446,LOVES TRAVEL STOP #200,I-40 EXIT 74,Amarillo,TX,585,3.209
4451,PRAIRIE JUNCTION TRUCK STOP,"I-29, EXIT 109 & SR-34",Colman,SD,530,3.099
4452,CASEYS #2867,US-63 & US-20,Waterloo,IA,380,3.499
4458,KUM & GO #1443,"I-80, EXIT 216",Williamsburg,IA,380,3.13066666
4460,EXIT 62 TRUCKSTOP,"I-71, EXIT 62 & US-127",Glencoe,KY,415,3.16566666
4463,QUIKTRIP #7901,"I-20, EXIT 556 & US-69",Lindale,TX,710,2.80733333
4482,FLYING J TRAVEL PLAZA #777,"I-84, EXIT 54(FEDERAL WAY)",Boise,ID,785,3.809
4482,FLYING J FUEL STOP #777,"I-84, EXIT 54(FEDERAL WAY)",Boise,ID,785,3.76566666
4492,3 MILE CORNER TRUCK STOP,US-2 & US-95,Bonners Ferry,ID,970,3.734
4525,STINKER #42,US-12/US-95 & SR-128,Lewiston,ID,970,3.69733333
4528,WENATCHEE VALLEY TRUCK STOP,US-97 ALT,Wenatchee,WA,920,4.199
4528,WENATCHEE VALLEY TRUCK STOP,US-97 ALT,Wenatchee,WA,920,4.119
4528,WENATCHEE VALLEY TRUCK STOP,US-97 ALT,Wenatchee,WA,920,4.089
4533,SPEEDWAY #1449,"I-65, EXIT 262B",Birmingham                              ,AL,615,2.97566666
4544,BIG CHARLIES TRUCK PLAZA,"I-64, EXIT 282 & US-13",Virginia Beach,VA,130,3.489
4555,PILOT TRAVEL CENTERS #406,"I-65, EXIT 22 & US-31A/SR-11",Cornersville,TN,460,3.799
4560,FAST STOP TRAVEL CENTERS #1109,"I-15, EXIT 392",Plymouth,UT,835,3.58233333
4563,PILOT TRAVEL CENTERS #299,"I-55/I-74/US-51, EXIT 160 & US-150/SR-9",Bloomington                             ,IL,280,3.599
4563,PILOT TRAVEL CENTERS #299,"I-55/I-74/US-51, EXIT 160 & US-150/SR-9",Bloomington                             ,IL,280,3.399
4563,PILOT TRAVEL CENTER #299,"I-55/I-74/US-51, EXIT 160 & US-150/SR-9",Bloomington                             ,IL,280,3.399
4563,PILOT TRAVEL CENTERS #299,"I-55/I-74/US-51, EXIT 160 & US-150/SR-9",Bloomington                             ,IL,280,3.499
4563,PILOT TRAVEL CENTER #299,"I-55/I-74/US-51, EXIT 160 & US-150/SR-9",Bloomington                             ,IL,280,3.499
4563,PILOT TRAVEL CENTER #299,"I-55/I-74/US-51, EXIT 160 & US-150/SR-9",Bloomington                             ,IL,280,3.599
4568,ONVO TRAVEL PLAZA,"I-90, EXIT 28",Fultonville,NY,12,3.199
4568,ONVO TRAVEL PLAZA,"I-90, EXIT 28",Fultonville,NY,12,3.159
4569,METROPOLIS TRUCK STOP,"I-24, EXIT 37 & US-45",Metropolis,IL,490,3.599
4574,Circle K #4701432,"I-74, EXIT 174",Mahomet,IL,280,3.669
4582,BIG CHIEF TRUCK STOP,"I-94/US-52, EXIT 61 & US-59/CR-82",Fergus Falls,MN,250,3.23566666
4605,PILOT DEALER #898 SADLERS TRUCK STOP,"I-95, EXIT 11B & US-58",Emporia,VA,180,3.799
4618,OUTPOST TRAVEL CENTER,"I-20, EXIT 5 & US-80",Greenwood,LA,745,2.899
4620,PILOT TRAVEL CENTERS #95,"I-75, EXIT 329 & SR-44",Wildwood                                ,FL,225,3.22566666
4620,PILOT TRAVEL CENTER #95,"I-75, EXIT 329 & SR-44",Wildwood                                ,FL,225,3.319
4622,TA LEE HI TRAVEL PLAZA,"I-81,  EXIT 195",Lexington,VA,185,3.659
4628,QUARLES #4601,US-29/US-17/US-15,Warrenton,VA,60,3.32233333
4637,THORNTONS #369 DBA PILOT TRAVEL CENTER #514,"I-55, EXIT 126 & SR-10",Lincoln                                 ,IL,318,3.399
4637,THORNTONS #369 DBA PILOT TRAVEL CENTER #514,"I-55, EXIT 126 & SR-10",Lincoln                                 ,IL,318,3.499
4637,PILOT TRAVEL CENTER #514 - THORNTONS #369,"I-55, EXIT 126 & SR-10",Lincoln                                 ,IL,318,3.499
4637,PILOT TRAVEL CENTER #514 - THORNTONS #369,"I-55, EXIT 126 & SR-10",Lincoln                                 ,IL,318,3.399
4642,MARSHAL JUNCTION,"I-70, EXIT 147 & SR-1",Marshall                                ,IL,510,3.199
4642,MARSHAL JUNCTION,"I-70, EXIT 147 & SR-1",Marshall                                ,IL,510,3.399
4644,CIRCLE K #4706703,"I-80, EXIT 145A",Mokena,IL,290,3.399
4644,CIRCLE K #4706703,"I-80, EXIT 145A",Mokena,IL,290,3.339
4654,7-ELEVEN #35087,"I-490, EXIT 2 & SR-33 & SR-19",Bergen,NY,190,4.029
4655,QUICKLEES TRAVEL CENTER,"I-86, EXIT 30 & CR-20",Belmont,NY,190,3.999
4690,PWI #401,"I-20 & I-30, EXIT 1B",Aledo,TX,630,2.799
4700,A C TRUCKSTOP,"I-80, EXIT 290",Laramie                                 ,WY,795,3.079
4704,THE RIDGE,"I-68/US-219, EXIT 14 & US-40",Accident,MD,165,4.199
4707,SMITHTON TRUCKSTOP,"I-70, EXIT 39 & SR-3059",Smithton,PA,165,3.899
4729,MINIT MART #600244,"I-70, EXIT 131",Straughn,IN,457,3.859
4742,FLYING J TRAVEL PLAZA #684,"I-94, EXIT 1 & SR-16",Beach,ND,807,3.96566666
4750,BROOKE TRAVEL PLAZA,"I-80, EXIT 259",West Liberty,IA,380,2.98733333
4762,TA MONROE TRAVEL CENTER,"I-75, EXIT 15",Monroe,MI,325,3.349
4762,TA MONROE TRAVEL CENTER,"I-75, EXIT 15",Monroe,MI,325,3.249
4762,TA MONROE TRAVEL CENTER,"I-75, EXIT 15",Monroe,MI,325,3.369
4762,TA MONROE TRAVEL CENTER,"I-75, EXIT 15",Monroe,MI,325,3.299
4806,TRACK AND TRAVEL,"I-20, EXIT 406",Weatherford,TX,630,2.91733333
4818,PILOT TRAVEL CENTER #350,"I-84 & US-20, EXIT 95",Mountain Home,ID,785,3.799
4818,PILOT TRAVEL CENTERS #350,"I-84 & US-20, EXIT 95",Mountain Home,ID,785,3.759
4819,Alta Convenience #6333,"I-25, EXIT 11",Trinidad,CO,803,3.399
4826,I-20 Truck Stop,"I-20, EXIT 165",Lincoln,AL,615,2.999
4827,PETRO BEAUMONT #304,"I-10, EXIT 848",Beaumont,TX,610,3.33066666
4837,SHELL,US-10 & SR-210,Motley,MN,522,3.399
4856,PILOT TRAVEL CENTER #910- TOWN PUMP,"I-90, EXIT 274 & US-287",Three Forks,MT,786,3.59733333
4858,PILOT TRAVEL CENTER #1346,"I-135, EXIT 31",Newton,KS,570,3.3115
4858,PILOT DEALER #1346,"I-135, EXIT 31",Newton,KS,570,3.409
4860,PILOT TRAVEL CENTER #476,"I-74, EXIT 32 & SR-17",Woodhull,IL,270,3.899
4860,PILOT TRAVEL CENTERS #476,"I-74, EXIT 32 & SR-17",Woodhull,IL,270,3.899
4872,TA COMMERCE TRAVEL CENTER,"I-85, EXIT 149 & US-441",Commerce,GA,16,3.21566666
4874,PWI #110,"I-20, EXIT 112 & FM-1936",Odessa,TX,710,3.049
4878,SHELL DBA ONE9 #1426,"I-84, EXIT 35",Nampa                                   ,ID,785,3.374
4881,PETRO STOPPING CENTER #14,"I-295, EXIT 56",Bordentown,NJ,230,4.029
4885,LOVES TRAVEL STOP #384,"I-70, EXIT 45",Greenville,IL,540,3.689
4885,LOVES TRAVEL STOP #384,"I-70, EXIT 45",Greenville,IL,540,3.749
4885,LOVES TRAVEL STOP #384,"I-70, EXIT 45",Greenville,IL,540,3.689
4885,LOVES TRAVEL STOP #384,"I-70, EXIT 45",Greenville,IL,540,3.689
4885,LOVES TRAVEL STOP #384,"I-70, EXIT 45",Greenville,IL,540,3.689
4885,LOVES TRAVEL STOP #384,"I-70, EXIT 45",Greenville,IL,540,3.749
4887,SUNOCO,"I-80 & I-90, EXIT 3",Wauseon                                 ,OH,550,3.699
4894,CLOVERDALE TRAVEL PLAZA,"I-70, EXIT 41 & US-231",Cloverdale,IN,375,3.699
4905,HY-MILER #2204,SR-250,Sandusky,OH,550,3.53233333
4909,CIRCLE K #2723916,US-441/US-301/US/27/SR-500,Ocala,FL,140,3.459
4910,PILOT TRAVEL CENTER #892,"I-70 EXIT 164, & US-50",Green River,UT,835,3.68566666
4918,PILOT TRAVEL CENTERS #219,"I-40, EXIT 398",Knoxville,TN,405,3.699
4920,TA LAPLACE,"I-10, EXIT 209 & US-5",La Place,LA,600,3.22733333
4921,PILOT TRAVEL CENTERS #231,"I-75, EXIT 29",Corbin,KY,410,3.609
4927,CIRCLE K #2704886,"I-65, EXIT 205 & US-31/SR-22",Clanton,AL,720,3.20733333
4933,VILLAGE TRUCK STOP,"I-81, EXIT 18",Rural Retreat                           ,VA,185,3.299
4977,KWIK TRIP #331,SR-54,Wisconsin Rapids,WI,395,3.26233333
4981,JOHNNYS MARKET,"I-94, EXIT 110 & US-27",Marshall,MI,385,3.499
4983,KWIK TRIP #603,"I-94, EXIT 28 & SR-128",Wilson,WI,451,3.549
4996,ZIP TRIP #54,"I-90, EXIT 452",Billings,MT,780,3.59066666
5003,TRAILWAY TRUCK STOP,US-301/SR-304,Centreville                             ,MD,22,3.259
5006,SUNOCO,US-1/US-9,Linden,NJ,79,3.799
5024,I 55 MOTOR PLAZA,"I-55,  EXIT 180",Pevely,MO,540,2.99066666
5030,YESWAY #1030,US-63 & E MARY ST,Ottumwa,IA,320,3.399
5044,TA MOUNT VERNON TRAVEL CENTER,"I-44, EXIT 46 & SR-39/SR265",Mount Vernon,MO,535,3.409
5050,ROCK PORT TRUCK PLAZA,"I-29 & US-136, EXIT 110",Rock Port,MO,400,3.099
5056,TREX MART #16,"I-35, EXIT, 61 & US-69",Winston,MO,276,3.119
5057,PHILLIPS 66,"I-35, EXIT 54 & I-35 BUS/US-36",Cameron,MO,276,3.099
5060,CRAZY FREDS TRUCK SHOP,"I-40, EXIT 44 & US-66",Kingman,AZ,910,3.539
5064,CLARK OIL #44,"I-59, EXIT 97",Laurel                                  ,MS,620,2.879
5079,FASTLANE TAYLOR 63,US-61 & SR-6,Taylor,MO,494,3.01566666
5085,K AN T TRUCKSTOP,"I-79, EXIT 137 & SR-310",Fairmont,WV,165,3.399
5111,CIRCLE K #2723385,"I-59, EXIT 67 & US-49/SR-42",Hattiesburg,MS,620,3.149
5117,CIRCLE K #4702361,"I-65, EXIT 130 & SR-334",Whitestown,IN,375,3.29233333
5128,CASEYS #2769,"I-80, EXIT 220 & SR-149",Williamsburg,IA,380,3.14233333
5131,TRAILS END TRUCK STOP,"I-29, EXIT 110 & US-136",Rock Port,MO,486,3.40566666
5132,Travel Centers of America,"I-44, EXIT 208 & SR-19",Cuba,MO,574,3.26566666
5160,FUEL MART #727,"I-70, EXIT 193",Quaker City                             ,OH,249,3.16566666
5163,Blue Sky #733,"US-78, EXIT 81 & SR-178",Belden,MS,742,2.939
5165,ONE9 #046,"I-65, EXIT 6 & SR-100",Franklin,KY,415,3.08566666
5167,SPEEDWAY #7575,"I-65, EXIT 255",Hobart,IN,290,3.63233333
5170,FLYING J #516,"I-76, EXIT 161 & I-70",Breezewood,PA,14,5.099
5183,PETRO STOPPING CENTER #74,I-95 & EXIT 106,Kenly,NC,205,3.709
5191,NORTH POINT PLAZA,"I-90 & I-94, EXIT 115",Poynette,WI,420,3.17233333
5202,Chevron #306185,US-30,Montpelier,ID,825,3.699
5203,OASIS TRAVEL CENTER,"I-10, EXIT 53",Robertsdale,AL,715,3.469
5207,JJ TRAVEL PLAZA,"I-70, EXIT 70 & US-83",Oakley,KS,525,3.61566666
5227,PILOT TRAVEL CENTERS #900,"I-95, EXIT 75",Dunn,NC,205,3.709
5230,ONE9 #496,"I-80, EXIT 265",Atalissa,IA,270,3.01566666
5232,CM EUNICE,US-190,Eunice,LA,730,3.399
5234,SINCLAIR,SR-37,Monett,MO,277,3.29066666
5236,FLYING J #875,"I-95,  EXIT 109",Elkton,MD,243,4.199
5245,CASEYS #3842,US-36 & US-283,Norton,KS,357,3.15733333
5247,EDGERTON TRAVEL PLAZA,"I-90, EXIT 160 & US-51",Edgerton,WI,420,3.199
5249,Taylor's Stateline Travel Center,US-67 & SR-278,Neelyville,MO,275,2.999
5254,TA CANDLER TRAVEL CENTER,"I-40, EXIT 37",Candler,NC,210,3.799
5255,7-ELEVEN #35788,"I-35, EXIT 215",Olathe,KS,400,3.339
5258,PT TRUCK STOP,"I-12, EXIT 42",Hammond                                 ,LA,623,3.249
5282,CASEYS #3548,US-54 & US-61,Pratt,KS,357,3.14066666
5285,TULLO TRUCK STOP,"I-95, EXIT 15E & US-1/US-9",Kearny,NJ,79,3.799
5297,ERNIES TRUCK STOP,"I-90,  EXIT 179 & I-90 BUS/SR-17",Moses Lake,WA,920,3.999
5297,ERNIES TRUCK STOP,"I-90,  EXIT 179 & I-90 BUS/SR-17",Moses Lake,WA,920,3.949
5297,ERNIES TRUCK STOP,"I-90,  EXIT 179 & I-90 BUS/SR-17",Moses Lake,WA,920,4.179
5299,Sudden Service #62,"I-65, EXIT 6 & SR-100",Franklin,KY,460,3.084
5302,ONE9 #258,"I-81, EXIT 150 & US-220 ALT & US-11",Troutville,VA,185,3.03233333
5306,PILOT TRAVEL CENTERS #11,"I-76, EXIT 232",North Lima                              ,OH,573,3.799
5309,NEWBORN TRUCK STOP,I-20 EXIT 5,Tallapoosa,GA,48,3.40733333
5310,FLYING J #576,"I-35, EXIT 69",Northfield,MN,515,3.859
5324,HY-MILER #2245,SR-53,Fremont,OH,550,3.38233333
5341,KWIK STAR #1160,"US-75, EXIT 118 & SR-3",Le Mars,IA,408,3.299
5349,JET FOOD STORE #17,US-1/SR=4/SR-540 & US-220/SR-47,Wrens,GA,135,3.41566666
5363,SPEEDWAY #6767,"I-75, EXIT 20",Manheim,PA,70,4.499
5389,FLYING J TRAVEL PLAZA #744,"I-15, EXIT 343",Ogden,UT,835,3.749
5391,PWI #605,"I-10, EXIT 378",San Simon,AZ,640,2.959
5399,FLYING J TRAVEL PLAZA #750,"I-81 & I-77, EXIT 80",Max Meadows,VA,185,3.549
5407,CASEYS #4535,US 81,Concordia                               ,KS,570,2.91233333
5414,One9 #1216,"I-10 ,EXIT 200 & SR-84",Eloy,AZ,930,3.199
